,date_mutation,year_mutation,nature_mutation,valeur_fonciere,numero_voie,suffixe_numero,type_voie,code_voie,voie,code_postal,commune,section,numero_plan,numero_volume,nombre_lots,code_type_local,type_local,identifiant_local,surface_relle_bati,nombre_pieces_principales,nature_culture,nature_culture_speciale,surface_terrain,unique
10252,2017-12-07,2017,Vente,400000.0,106.0,,RUE,3709,ALBERT EINSTEIN,33260.0,LA TESTE-DE-BUCH,HA,33529000HA0639,,0,4.0,Local industriel. commercial ou assimilé,,450.0,0.0,S,,1512.0,2017-12-07 400000.0
6164,2017-12-07,2017,Vente,725000.0,4.0,Q,RUE,0836,DU DADE,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0782,,0,1.0,Maison,,157.0,5.0,S,,622.0,2017-12-07 725000.0
3434,2017-12-07,2017,Vente,227000.0,8.0,,RUE,1165,FRANCOIS LEGALLAIS,33260.0,LA TESTE-DE-BUCH,FP,33529000FP0234,,1,3.0,Dépendance,,0.0,0.0,,,,2017-12-07 227000.0
8507,2017-12-07,2017,Vente,126666.67,41.0,B,CHE,2660,DE LA PROCESSION,33260.0,LA TESTE-DE-BUCH,GG,33529000GG0182,,0,,,,,,S,,430.0,2017-12-07 126666.67
9452,2017-12-08,2017,Vente,395000.0,19.0,,RUE,2075,DE LA MIGREQUE,33260.0,LA TESTE-DE-BUCH,GM,33529000GM0098,,0,1.0,Maison,,84.0,4.0,AG,,834.0,2017-12-08 395000.0
1913,2017-12-08,2017,Vente,220000.0,30.0,,RUE,1479,GUYNEMER CAZAUX,33260.0,LA TESTE-DE-BUCH,CW,33529000CW0155,,0,1.0,Maison,,88.0,4.0,AG,,845.0,2017-12-08 220000.0
2206,2017-12-08,2017,Vente en l'état futur d'achèvement,257500.0,27.0,,RUE,1745,LAGRUA,33260.0,LA TESTE-DE-BUCH,FE,33529000FE0082,,1,2.0,Appartement,,65.0,3.0,,,,2017-12-08 257500.0
7573,2017-12-08,2017,Vente en l'état futur d'achèvement,233895.0,,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0573,,1,3.0,Dépendance,,0.0,0.0,,,,2017-12-08 233895.0
3942,2017-12-08,2017,Vente,230000.0,16.0,,RUE,0230,AUGUSTE LALESQUE,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0500,,1,3.0,Dépendance,,0.0,0.0,,,,2017-12-08 230000.0
367,2017-12-08,2017,Vente,280000.0,4.0,,AV,1201,DES GALIPES LE PYLA,33115.0,LA TESTE-DE-BUCH,BP,33529000BP0171,,1,3.0,Dépendance,,0.0,0.0,,,,2017-12-08 280000.0
1478,2017-12-08,2017,Vente,190000.0,,,,B107,CAZAUX EST,33260.0,LA TESTE-DE-BUCH,CR,33529000CR1313,,0,,,,,,PC,PACAG,47.0,2017-12-08 190000.0
3492,2017-12-08,2017,Vente,285000.0,18.0,B,RUE,0990,EDMOND ROSTAND,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0093,,0,1.0,Maison,,77.0,3.0,S,,313.0,2017-12-08 285000.0
763,2017-12-08,2017,Vente,437200.0,229.0,,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,BW,33529000BW0432,,1,,,,,,S,,112.0,2017-12-08 437200.0
4793,2017-12-08,2017,Vente,100000.0,24.0,,RUE,2674,DES PRUNUS,33260.0,LA TESTE-DE-BUCH,FW,33529000FW0400,,0,,,,,,S,,318.0,2017-12-08 100000.0
4318,2017-12-08,2017,Vente,1.0,14.0,,RUE,0990,EDMOND ROSTAND,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0855,,0,,,,,,S,,4.0,2017-12-08 1.0
4453,2017-12-08,2017,Vente,108500.0,21.0,,AV,2330,PASTEUR,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0978,,0,1.0,Maison,,102.0,5.0,S,,406.0,2017-12-08 108500.0
9266,2017-12-08,2017,Vente en l'état futur d'achèvement,164500.0,23.0,,RUE,1470,GUSTAVE LOUDE,33260.0,LA TESTE-DE-BUCH,GK,33529000GK0055,,1,2.0,Appartement,,40.0,2.0,,,,2017-12-08 164500.0
3484,2017-12-08,2017,Vente,320000.0,9.0,,IMP,0661,DU CHEM DES DAMES,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0063,,0,1.0,Maison,,116.0,4.0,S,,471.0,2017-12-08 320000.0
7876,2017-12-11,2017,Vente,150000.0,1.0,B,RUE,0080,DES ALLIES,33260.0,LA TESTE-DE-BUCH,GB,33529000GB0301,,0,1.0,Maison,,50.0,3.0,S,,251.0,2017-12-11 150000.0
10155,2017-12-12,2017,Vente,110000.0,9001.0,,DOM,A410,DE LA FORGE,33260.0,LA TESTE-DE-BUCH,HA,33529000HA0159,,1,3.0,Dépendance,,0.0,0.0,,,,2017-12-12 110000.0
6537,2017-12-12,2017,Vente en l'état futur d'achèvement,406232.0,,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0168,,1,,,,,,,,,2017-12-12 406232.0
6535,2017-12-12,2017,Vente en l'état futur d'achèvement,330000.0,,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0168,,1,,,,,,,,,2017-12-12 330000.0
1902,2017-12-12,2017,Vente,41000.0,58.0,,RUE,1479,GUYNEMER CAZAUX,33260.0,LA TESTE-DE-BUCH,CW,33529000CW0092,,1,2.0,Appartement,,16.0,1.0,,,,2017-12-12 41000.0
5139,2017-12-12,2017,Vente en l'état futur d'achèvement,189000.0,9.0,,RUE,0850,DESBIEY,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0429,,1,,,,,,,,,2017-12-12 189000.0
8439,2017-12-12,2017,Vente,360000.0,3.0,,RUE,3067,DES THUYAS,33260.0,LA TESTE-DE-BUCH,GD,33529000GD0223,,0,1.0,Maison,,91.0,4.0,S,,530.0,2017-12-12 360000.0
4242,2017-12-13,2017,Vente,3000.0,1.0,,RUE,1270,DU GEN CHANZY,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0640,,1,3.0,Dépendance,,0.0,0.0,,,,2017-12-13 3000.0
949,2017-12-13,2017,Vente,880000.0,21.0,,AV,0910,DES DUNES PYLA,33115.0,LA TESTE-DE-BUCH,CD,33529000CD0394,,0,1.0,Maison,,86.0,4.0,S,,500.0,2017-12-13 880000.0
5556,2017-12-13,2017,Vente en l'état futur d'achèvement,201000.0,12.0,,RUE,1990,DE MENAN,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0081,,1,,,,,,,,,2017-12-13 201000.0
7591,2017-12-13,2017,Vente en l'état futur d'achèvement,260000.0,,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0573,,1,3.0,Dépendance,,0.0,0.0,,,,2017-12-13 260000.0
10099,2017-12-13,2017,Vente,226000.0,13.0,,RUE,2864,DE SECARY,33260.0,LA TESTE-DE-BUCH,GZ,33529000GZ0256,,0,,,,,,AB,,755.0,2017-12-13 226000.0
9134,2017-12-13,2017,Vente,130000.0,,,,B086,CAILLIVOLE,33260.0,LA TESTE-DE-BUCH,GI,33529000GI0252,,0,,,,,,AB,,427.0,2017-12-13 130000.0
3223,2017-12-13,2017,Vente en l'état futur d'achèvement,5000.0,9.0,,RUE,0652,CHARLEVOIX DE VILLIERS,33260.0,LA TESTE-DE-BUCH,FP,33529000FP0139,,1,3.0,Dépendance,,0.0,0.0,,,,2017-12-13 5000.0
320,2017-12-14,2017,Vente,800000.0,56.0,,AV,2830,ST FRANCOIS XAVIER PYLA,33115.0,LA TESTE-DE-BUCH,BO,33529000BO0081,,0,1.0,Maison,,105.0,5.0,S,,467.0,2017-12-14 800000.0
1970,2017-12-14,2017,Vente en l'état futur d'achèvement,1110000.0,90.0,,AV,1040,DE L ERMITAGE PYLA,33115.0,LA TESTE-DE-BUCH,DC,33529000DC0245,,0,,,,,,AB,,872.0,2017-12-14 1110000.0
1643,2017-12-14,2017,Vente,180000.0,15.0,C,ALL,1030,EMILE LANUSSE CAZAUX,33260.0,LA TESTE-DE-BUCH,CS,33529000CS1350,,0,1.0,Maison,,76.0,4.0,S,,405.0,2017-12-14 180000.0
3117,2017-12-15,2017,Vente,190000.0,16.0,,RUE,1745,LAGRUA,33260.0,LA TESTE-DE-BUCH,FO,33529000FO0197,,1,2.0,Appartement,,62.0,3.0,,,,2017-12-15 190000.0
2243,2017-12-15,2017,Vente,50000.0,58.0,,BD,2678,DE PYLA,33260.0,LA TESTE-DE-BUCH,FF,33529000FF0042,,0,1.0,Maison,,79.0,4.0,S,,786.0,2017-12-15 50000.0
7796,2017-12-15,2017,Vente,165000.0,25.0,,RUE,1170,FRANCON,33260.0,LA TESTE-DE-BUCH,GB,33529000GB0017,,1,3.0,Dépendance,,0.0,0.0,,,,2017-12-15 165000.0
2253,2017-12-15,2017,Vente,445000.0,41.0,,BD,2678,DE PYLA,33260.0,LA TESTE-DE-BUCH,FF,33529000FF0096,,0,,,,,,AG,,1000.0,2017-12-15 445000.0
1777,2017-12-18,2017,Vente,146000.0,33.0,,RUE,0730,CDT MARZAC A CAZAUX,33260.0,LA TESTE-DE-BUCH,CT,33529000CT0763,,0,1.0,Maison,,91.0,4.0,,,,2017-12-18 146000.0
8600,2017-12-18,2017,Vente,165000.0,1.0,,RUE,0075,ALEXANDER FLEMING,33260.0,LA TESTE-DE-BUCH,GH,33529000GH0154,,0,1.0,Maison,,84.0,4.0,S,,531.0,2017-12-18 165000.0
7577,2017-12-18,2017,Vente en l'état futur d'achèvement,213000.0,,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0573,,1,2.0,Appartement,,42.0,2.0,,,,2017-12-18 213000.0
9466,2017-12-19,2017,Vente,320000.0,32.0,,RUE,2391,PEYJEHAN,33260.0,LA TESTE-DE-BUCH,GM,33529000GM0177,,0,1.0,Maison,,88.0,4.0,S,,837.0,2017-12-19 320000.0
8208,2017-12-19,2017,Vente en l'état futur d'achèvement,234900.0,17.0,,AV,2825,ST EXUPERY,33260.0,LA TESTE-DE-BUCH,GC,33529000GC0324,,1,,,,,,,,,2017-12-19 234900.0
6292,2017-12-19,2017,Vente en l'état futur d'achèvement,190000.0,,,,,,,LA TESTE DE BUCH,FY,33529000FY0815,,1,,,,,,,,,2017-12-19 190000.0
9334,2017-12-20,2017,Vente,320000.0,,,RTE,0610,DE CAZAUX,33260.0,LA TESTE-DE-BUCH,GK,33529000GK0325,,0,,,,,,S,,141.0,2017-12-20 320000.0
3273,2017-12-20,2017,Vente en l'état futur d'achèvement,271000.0,4.0,,AV,3129,DE VERDUN,33260.0,LA TESTE-DE-BUCH,FP,33529000FP0152,,1,,,,,,,,,2017-12-20 271000.0
3066,2017-12-20,2017,Vente,515000.0,43.0,,RUE,0150,ANDRE LESCA,33260.0,LA TESTE-DE-BUCH,FN,33529000FN0684,,0,2.0,Appartement,,97.0,4.0,,,,2017-12-20 515000.0
10012,2017-12-20,2017,Vente,118400.0,960.0,,AV,1074,DE L EUROPE,33260.0,LA TESTE-DE-BUCH,GZ,33529000GZ0080,,2,4.0,Local industriel. commercial ou assimilé,,567.0,0.0,,,,2017-12-20 118400.0
9058,2017-12-20,2017,Vente en l'état futur d'achèvement,169000.0,15.0,,CHE,2660,DE LA PROCESSION,33260.0,LA TESTE-DE-BUCH,GI,33529000GI0186,,0,3.0,Dépendance,,0.0,0.0,S,,13.0,2017-12-20 169000.0
6448,2017-12-20,2017,Vente en l'état futur d'achèvement,220000.0,,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0160,,1,,,,,,,,,2017-12-20 220000.0
9268,2017-12-20,2017,Vente en l'état futur d'achèvement,157500.0,23.0,,RUE,1470,GUSTAVE LOUDE,33260.0,LA TESTE-DE-BUCH,GK,33529000GK0055,,1,3.0,Dépendance,,0.0,0.0,,,,2017-12-20 157500.0
3081,2017-12-20,2017,Vente,290000.0,51.0,,RUE,2600,DU PORT,33260.0,LA TESTE-DE-BUCH,FO,33529000FO0089,,0,,,,,,AB,,914.0,2017-12-20 290000.0
3053,2017-12-20,2017,Vente,1.0,,,,B362,PORT DE LA TESTE,33260.0,LA TESTE-DE-BUCH,FN,33529000FN0657,,0,,,,,,S,,18.0,2017-12-20 1.0
5563,2017-12-21,2017,Vente en l'état futur d'achèvement,275000.0,12.0,,RUE,1990,DE MENAN,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0081,,1,,,,,,,,,2017-12-21 275000.0
2371,2017-12-21,2017,Vente en l'état futur d'achèvement,175517.0,5.0,,RUE,2737,DE LA REGUE BLANQUE,33260.0,LA TESTE-DE-BUCH,FG,33529000FG0123,,1,2.0,Appartement,,39.0,2.0,,,,2017-12-21 175517.0
4901,2017-12-22,2017,Vente,190000.0,3.0,G,RUE,2405,PIERRE DE COUBERTIN,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0181,,0,,,,,,S,,587.0,2017-12-22 190000.0
3143,2017-12-22,2017,Vente,255000.0,22.0,,RUE,1745,LAGRUA,33260.0,LA TESTE-DE-BUCH,FO,33529000FO0291,,0,4.0,Local industriel. commercial ou assimilé,,155.0,0.0,S,,291.0,2017-12-22 255000.0
485,2017-12-22,2017,Vente,650000.0,27.0,A,AV,1040,DE L ERMITAGE PYLA,33115.0,LA TESTE-DE-BUCH,BR,33529000BR0430,,0,3.0,Dépendance,,0.0,0.0,S,,1054.0,2017-12-22 650000.0
3343,2017-12-22,2017,Vente,9895.0,18.0,B,RUE,1890,DES MARAICHERS,33260.0,LA TESTE-DE-BUCH,FP,33529000FP0200,,0,4.0,Local industriel. commercial ou assimilé,,1959.0,0.0,T,,1000.0,2017-12-22 9895.0
5141,2017-12-22,2017,Vente en l'état futur d'achèvement,223500.0,9.0,,RUE,0850,DESBIEY,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0429,,1,,,,,,,,,2017-12-22 223500.0
8601,2017-12-22,2017,Vente,226000.0,8.0,,RUE,0075,ALEXANDER FLEMING,33260.0,LA TESTE-DE-BUCH,GH,33529000GH0162,,0,1.0,Maison,,97.0,5.0,S,,306.0,2017-12-22 226000.0
5726,2017-12-22,2017,Vente en l'état futur d'achèvement,320000.0,3.0,,RUE,1343,GILBERT SORE,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0088,,1,3.0,Dépendance,,0.0,0.0,,,,2017-12-22 320000.0
5561,2017-12-22,2017,Vente en l'état futur d'achèvement,191000.0,12.0,,RUE,1990,DE MENAN,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0081,,1,,,,,,,,,2017-12-22 191000.0
1423,2017-12-22,2017,Vente,125000.0,23.0,,ALL,1926,MARIE DUFAURE CAZAUX,33260.0,LA TESTE-DE-BUCH,CR,33529000CR1184,,0,,,,,,BR,PIN,2270.0,2017-12-22 125000.0
5384,2017-12-22,2017,Vente en l'état futur d'achèvement,212000.0,67.0,,RUE,1240,GASTON DE FOIX,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0705,,1,3.0,Dépendance,,0.0,0.0,,,,2017-12-22 212000.0
7575,2017-12-22,2017,Vente en l'état futur d'achèvement,222680.0,,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0573,,1,3.0,Dépendance,,0.0,0.0,,,,2017-12-22 222680.0
6294,2017-12-22,2017,Vente en l'état futur d'achèvement,190500.0,,,,,,,LA TESTE DE BUCH,FY,33529000FY0815,,1,,,,,,,,,2017-12-22 190500.0
2212,2017-12-22,2017,Vente en l'état futur d'achèvement,245000.0,27.0,,RUE,1745,LAGRUA,33260.0,LA TESTE-DE-BUCH,FE,33529000FE0082,,1,3.0,Dépendance,,0.0,0.0,,,,2017-12-22 245000.0
895,2017-12-22,2017,Vente,730000.0,29.0,,AV,1500,HAITZA PYLA,33115.0,LA TESTE-DE-BUCH,BZ,33529000BZ0353,,0,1.0,Maison,,146.0,7.0,AG,,1000.0,2017-12-22 730000.0
6454,2017-12-26,2017,Vente en l'état futur d'achèvement,215000.0,,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0160,,1,,,,,,,,,2017-12-26 215000.0
6456,2017-12-26,2017,Vente en l'état futur d'achèvement,230000.0,,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0160,,1,,,,,,,,,2017-12-26 230000.0
7587,2017-12-26,2017,Vente en l'état futur d'achèvement,238388.0,,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0573,,1,2.0,Appartement,,42.0,2.0,,,,2017-12-26 238388.0
5566,2017-12-26,2017,Vente en l'état futur d'achèvement,290000.0,12.0,,RUE,1990,DE MENAN,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0081,,1,,,,,,,,,2017-12-26 290000.0
7342,2017-12-26,2017,Vente,209000.0,,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0454,,0,,,,,,AB,,12.0,2017-12-26 209000.0
4958,2017-12-27,2017,Vente en l'état futur d'achèvement,136000.0,,,RUE,2650,DU PDT CARNOT,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0236,,1,2.0,Appartement,,43.0,2.0,,,,2017-12-27 136000.0
5379,2017-12-27,2017,Vente en l'état futur d'achèvement,222000.0,67.0,,RUE,1240,GASTON DE FOIX,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0705,,1,3.0,Dépendance,,0.0,0.0,,,,2017-12-27 222000.0
4153,2017-12-27,2017,Vente,40000.0,1.0,T,RUE,3150,VICTOR HUGO,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0605,,2,4.0,Local industriel. commercial ou assimilé,,144.0,0.0,,,,2017-12-27 40000.0
9961,2017-12-27,2017,Vente,243000.0,82.0,,ALL,1167,FRANCOIS RABELAIS,33260.0,LA TESTE-DE-BUCH,GY,33529000GY0105,,0,1.0,Maison,,107.0,5.0,S,,195.0,2017-12-27 243000.0
9620,2017-12-27,2017,Vente,380000.0,6.0,,RUE,2875,DE LA SEOUBE,33260.0,LA TESTE-DE-BUCH,GM,33529000GM0817,,0,1.0,Maison,,88.0,4.0,,,,2017-12-27 380000.0
4123,2017-12-27,2017,Vente,57000.0,4.0,,PL,1620,JEAN HAMEAU,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0597,,1,4.0,Local industriel. commercial ou assimilé,,70.0,0.0,,,,2017-12-27 57000.0
5569,2017-12-27,2017,Vente en l'état futur d'achèvement,185000.0,12.0,,RUE,1990,DE MENAN,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0081,,1,,,,,,,,,2017-12-27 185000.0
7579,2017-12-27,2017,Vente en l'état futur d'achèvement,216500.0,,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0573,,1,2.0,Appartement,,42.0,2.0,,,,2017-12-27 216500.0
6451,2017-12-27,2017,Vente en l'état futur d'achèvement,330000.0,,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0160,,1,,,,,,,,,2017-12-27 330000.0
1368,2017-12-27,2017,Vente,142000.0,9000.0,,ALL,1926,MARIE DUFAURE CAZAUX,33260.0,LA TESTE-DE-BUCH,CR,33529000CR0978,,1,3.0,Dépendance,,0.0,0.0,,,,2017-12-27 142000.0
7581,2017-12-27,2017,Vente en l'état futur d'achèvement,197200.0,,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0573,,1,2.0,Appartement,,42.0,2.0,,,,2017-12-27 197200.0
5574,2017-12-28,2017,Vente en l'état futur d'achèvement,265050.0,12.0,,RUE,1990,DE MENAN,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0081,,1,,,,,,,,,2017-12-28 265050.0
6296,2017-12-28,2017,Vente en l'état futur d'achèvement,192000.0,6.0,,RUE,0970,EDMOND DORE,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0815,,1,,,,,,,,,2017-12-28 192000.0
2210,2017-12-28,2017,Vente en l'état futur d'achèvement,255800.0,27.0,,RUE,1745,LAGRUA,33260.0,LA TESTE-DE-BUCH,FE,33529000FE0082,,1,3.0,Dépendance,,0.0,0.0,,,,2017-12-28 255800.0
6298,2017-12-28,2017,Vente en l'état futur d'achèvement,194000.0,6.0,,RUE,0970,EDMOND DORE,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0815,,1,,,,,,,,,2017-12-28 194000.0
6300,2017-12-28,2017,Vente en l'état futur d'achèvement,186500.0,,,,,,,LA TESTE DE BUCH,FY,33529000FY0815,,1,,,,,,,,,2017-12-28 186500.0
9054,2017-12-28,2017,Vente en l'état futur d'achèvement,180000.0,15.0,,CHE,2660,DE LA PROCESSION,33260.0,LA TESTE-DE-BUCH,GI,33529000GI0182,,0,3.0,Dépendance,,0.0,0.0,S,,13.0,2017-12-28 180000.0
7583,2017-12-28,2017,Vente en l'état futur d'achèvement,205000.0,,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0573,,1,3.0,Dépendance,,0.0,0.0,,,,2017-12-28 205000.0
5477,2017-12-28,2017,Vente en l'état futur d'achèvement,227000.0,17.0,,RUE,0706,CLEMENT RAMOND,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0743,,1,,,,,,,,,2017-12-28 227000.0
5143,2017-12-28,2017,Vente en l'état futur d'achèvement,200000.0,9.0,,RUE,0850,DESBIEY,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0429,,1,,,,,,,,,2017-12-28 200000.0
8211,2017-12-28,2017,Vente en l'état futur d'achèvement,187900.0,17.0,,AV,2825,ST EXUPERY,33260.0,LA TESTE-DE-BUCH,GC,33529000GC0324,,1,,,,,,,,,2017-12-28 187900.0
1963,2017-12-28,2017,Vente,1690400.0,1.0,,SQ,0244,DES BAIES,33115.0,LA TESTE-DE-BUCH,DC,33529000DC0115,,0,1.0,Maison,,131.0,5.0,S,,500.0,2017-12-28 1690400.0
10290,2017-12-28,2017,Vente en l'état futur d'achèvement,228000.0,,,,B054,BONNEVAL,33260.0,LA TESTE-DE-BUCH,HA,33529000HA0722,,1,,,,,,,,,2017-12-28 228000.0
2373,2017-12-28,2017,Vente en l'état futur d'achèvement,190532.0,5.0,,RUE,2737,DE LA REGUE BLANQUE,33260.0,LA TESTE-DE-BUCH,FG,33529000FG0123,,1,3.0,Dépendance,,0.0,0.0,,,,2017-12-28 190532.0
6458,2017-12-28,2017,Vente en l'état futur d'achèvement,220000.0,,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0160,,1,,,,,,,,,2017-12-28 220000.0
5381,2017-12-29,2017,Vente en l'état futur d'achèvement,329000.0,67.0,,RUE,1240,GASTON DE FOIX,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0705,,1,2.0,Appartement,,127.0,4.0,,,,2017-12-29 329000.0
5571,2017-12-29,2017,Vente en l'état futur d'achèvement,280000.0,12.0,,RUE,1990,DE MENAN,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0081,,1,,,,,,,,,2017-12-29 280000.0
2588,2017-12-29,2017,Vente en l'état futur d'achèvement,270000.0,39.0,,BD,2415,PIERRE LOTI,33260.0,LA TESTE-DE-BUCH,FH,33529000FH0141,,1,3.0,Dépendance,,0.0,0.0,,,,2017-12-29 270000.0
4988,2017-12-29,2017,Vente,940000.0,35.0,,RUE,2650,DU PDT CARNOT,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0328,,0,4.0,Local industriel. commercial ou assimilé,,49.0,0.0,S,,1000.0,2017-12-29 940000.0
668,2017-12-29,2017,Vente,240000.0,205.0,,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,BV,33529000BV0058,,1,3.0,Dépendance,,0.0,0.0,,,,2017-12-29 240000.0
4996,2017-12-29,2017,Vente,250000.0,37.0,,RUE,2650,DU PDT CARNOT,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0331,,0,1.0,Maison,,71.0,3.0,S,,97.0,2017-12-29 250000.0
4997,2017-12-29,2017,Vente,220000.0,37.0,,RUE,2650,DU PDT CARNOT,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0332,,0,,,,,,S,,113.0,2017-12-29 220000.0
7594,2017-12-29,2017,Vente en l'état futur d'achèvement,238288.0,,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0573,,1,2.0,Appartement,,43.0,2.0,,,,2017-12-29 238288.0
2943,2017-12-29,2017,Vente,190000.0,3.0,,LOT,A031,LE HAM DE LARGE,33260.0,LA TESTE-DE-BUCH,FN,33529000FN0179,,1,1.0,Maison,,60.0,4.0,,,,2017-12-29 190000.0
9402,2017-12-29,2017,Vente,313000.0,12.0,,RUE,2936,DES TAILLADINS,33260.0,LA TESTE-DE-BUCH,GL,33529000GL0118,,0,1.0,Maison,,103.0,4.0,S,,682.0,2017-12-29 313000.0
4998,2017-12-29,2017,Vente,150000.0,,,,B343,LE PIN,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0333,,0,,,,,,S,,91.0,2017-12-29 150000.0
5002,2017-12-29,2017,Vente,297000.0,,,,B343,LE PIN,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0335,,0,,,,,,J,POTAG,290.0,2017-12-29 297000.0
5003,2017-12-29,2017,Vente,180000.0,,,,B343,LE PIN,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0336,,0,,,,,,J,POTAG,167.0,2017-12-29 180000.0
316,2017-12-29,2017,Vente,630000.0,35.0,,BD,1921,DU MARECHAL LYAUTEY PYLA,33115.0,LA TESTE-DE-BUCH,BO,33529000BO0062,,0,1.0,Maison,,71.0,4.0,S,,590.0,2017-12-29 630000.0
936,2017-12-29,2017,Vente,780000.0,28.0,,AV,0910,DES DUNES PYLA,33115.0,LA TESTE-DE-BUCH,CD,33529000CD0193,,0,1.0,Maison,,78.0,4.0,S,,494.0,2017-12-29 780000.0
8139,2017-12-29,2017,Vente,391000.0,2.0,,RUE,0875,DU DOC LACASSIE,33260.0,LA TESTE-DE-BUCH,GC,33529000GC0165,,0,1.0,Maison,,81.0,5.0,S,,471.0,2017-12-29 391000.0
7589,2017-12-29,2017,Vente en l'état futur d'achèvement,209000.0,,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0573,,1,,,,,,,,,2017-12-29 209000.0
7585,2017-12-29,2017,Vente en l'état futur d'achèvement,299000.0,,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0573,,1,2.0,Appartement,,64.0,3.0,,,,2017-12-29 299000.0
4993,2017-12-29,2017,Vente,210000.0,37.0,,RUE,2650,DU PDT CARNOT,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0330,,0,3.0,Dépendance,,0.0,0.0,S,,203.0,2017-12-29 210000.0
10167,2017-12-29,2017,Vente,230023.0,16.0,,LOT,A115,LES SOLARIALES,33260.0,LA TESTE-DE-BUCH,HA,33529000HA0179,,0,1.0,Maison,,60.0,4.0,S,,355.0,2017-12-29 230023.0
2756,2018-01-03,2018,Vente,440000.0,15.0,,CHE,2365,DE LA PEGUILLEYRE,33260.0,LA TESTE-DE-BUCH,FM,33529000FM0354,,0,1.0,Maison,,123.0,4.0,S,,550.0,2018-01-03 440000.0
8680,2018-01-03,2018,Vente,115000.0,31.0,,RUE,2049,MICHEL LABARTHE,33260.0,LA TESTE-DE-BUCH,GH,33529000GH0469,,1,2.0,Appartement,,73.0,4.0,,,,2018-01-03 115000.0
