,date_mutation,year_mutation,nature_mutation,valeur_fonciere,numero_voie,suffixe_numero,type_voie,code_voie,voie,code_postal,commune,section,numero_plan,numero_volume,nombre_lots,code_type_local,type_local,identifiant_local,surface_relle_bati,nombre_pieces_principales,nature_culture,nature_culture_speciale,surface_terrain,unique
3456,2016-08-05,2016,Vente,465300.0,4.0,,BD,2678,DE PYLA,33260.0,LA TESTE-DE-BUCH,FP,33529000FP0285,,0,3.0,Dépendance,,0.0,0.0,AG,,1354.0,2016-08-05 465300.0
8579,2016-08-05,2016,Vente,600000.0,6.0,,RUE,1970,DE MAUGIS,33260.0,LA TESTE-DE-BUCH,GH,33529000GH0017,,0,,,,,,AB,,3713.0,2016-08-05 600000.0
4263,2016-08-05,2016,Vente,19000.0,13.0,,RUE,1950,DE LA MARNE,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0671,,1,3.0,Dépendance,,0.0,0.0,,,,2016-08-05 19000.0
9061,2016-08-05,2016,Vente en l'état futur d'achèvement,150000.0,15.0,,CHE,2660,DE LA PROCESSION,33260.0,LA TESTE-DE-BUCH,GI,33529000GI0190,,0,,,,,,AB,,14.0,2016-08-05 150000.0
6873,2016-08-05,2016,Vente en l'état futur d'achèvement,194899.0,,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0197,,1,3.0,Dépendance,,0.0,0.0,,,,2016-08-05 194899.0
5461,2016-08-05,2016,Vente,125000.0,9.0,A,RUE,0850,DESBIEY,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0728,,0,2.0,Appartement,,54.0,3.0,S,,78.0,2016-08-05 125000.0
419,2016-08-05,2016,Vente,567150.0,11.0,B,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,BP,33529000BP0412,,0,1.0,Maison,,41.0,3.0,S,,428.0,2016-08-05 567150.0
9060,2016-08-08,2016,Vente en l'état futur d'achèvement,155000.0,15.0,,CHE,2660,DE LA PROCESSION,33260.0,LA TESTE-DE-BUCH,GI,33529000GI0189,,0,,,,,,AB,,15.0,2016-08-08 155000.0
2848,2016-08-09,2016,Vente,132000.0,13.0,,AV,1584,DES HUTTIERS,33260.0,LA TESTE-DE-BUCH,FN,33529000FN0078,,1,3.0,Dépendance,,0.0,0.0,,,,2016-08-09 132000.0
10188,2016-08-10,2016,Vente,140000.0,125.0,,LOT,A115,LES SOLARIALES,33260.0,LA TESTE-DE-BUCH,HA,33529000HA0291,,0,1.0,Maison,,46.0,4.0,S,,378.0,2016-08-10 140000.0
3352,2016-08-10,2016,Vente en l'état futur d'achèvement,184716.0,,,CHE,2311,DE LA PALUE,33260.0,LA TESTE-DE-BUCH,FP,33529000FP0221,,1,,,,,,,,,2016-08-10 184716.0
8461,2016-08-10,2016,Vente,165000.0,1.0,,RUE,0713,CLOS ALBY,33260.0,LA TESTE-DE-BUCH,GG,33529000GG0053,,1,3.0,Dépendance,,0.0,0.0,,,,2016-08-10 165000.0
1592,2016-08-10,2016,Vente,150000.0,10.0,,RUE,1640,JEAN JAURES CAZAUX,33260.0,LA TESTE-DE-BUCH,CS,33529000CS1242,,0,1.0,Maison,,52.0,2.0,S,,228.0,2016-08-10 150000.0
3629,2016-08-11,2016,Vente,5000.0,2.0,,AV,2330,PASTEUR,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0281,,1,3.0,Dépendance,,0.0,0.0,,,,2016-08-11 5000.0
5026,2016-08-11,2016,Vente,145000.0,38.0,,RUE,2650,DU PDT CARNOT,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0371,,1,2.0,Appartement,,48.0,3.0,,,,2016-08-11 145000.0
9996,2016-08-12,2016,Vente,15000.0,9001.0,,AV,1588,JAMES JOULE,33260.0,LA TESTE-DE-BUCH,GZ,33529000GZ0026,,1,3.0,Dépendance,,0.0,0.0,,,,2016-08-12 15000.0
7007,2016-08-12,2016,Vente en l'état futur d'achèvement,172000.0,,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0199,,1,2.0,Appartement,,42.0,2.0,,,,2016-08-12 172000.0
9780,2016-08-12,2016,Vente,199000.0,14.0,,ALL,0654,DES CHARMES,33260.0,LA TESTE-DE-BUCH,GV,33529000GV0097,,0,1.0,Maison,,80.0,4.0,S,,375.0,2016-08-12 199000.0
2741,2016-08-12,2016,Vente,305000.0,5.0,T,IMP,0592,CAPITAINE LOUIS DU CHEYRON,33260.0,LA TESTE-DE-BUCH,FM,33529000FM0292,,0,,,,,,AB,,800.0,2016-08-12 305000.0
5906,2016-08-12,2016,Vente,142480.0,2.0,,RUE,0460,DE BRAOUET,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0451,,1,2.0,Appartement,,43.0,2.0,,,,2016-08-12 142480.0
4407,2016-08-16,2016,Vente,53000.0,3.0,,RUE,1920,DU MAL JOFFRE,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0916,,1,3.0,Dépendance,,0.0,0.0,,,,2016-08-16 53000.0
4559,2016-08-17,2016,Vente,222000.0,3.0,,RUE,0705,CLEMENT ADER,33260.0,LA TESTE-DE-BUCH,FS,33529000FS0347,,0,1.0,Maison,,70.0,4.0,S,,452.0,2016-08-17 222000.0
5178,2016-08-17,2016,Vente,171050.0,22.0,,PL,2990,THIERS,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0432,,1,3.0,Dépendance,,0.0,0.0,,,,2016-08-17 171050.0
985,2016-08-18,2016,Vente,,,,,B153,DUNE DU PILAT,33115.0,LA TESTE-DE-BUCH,CE,33529000CE0194,,0,,,,,,L,SABLE,103608.0,2016-08-18 nan
4440,2016-08-19,2016,Vente,200000.0,8.0,,RUE,1910,DU MAL FOCH,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0949,,0,1.0,Maison,,50.0,2.0,S,,315.0,2016-08-19 200000.0
3642,2016-08-19,2016,Vente,108190.0,11.0,A,RUE,1720,JULES FERRY,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0308,,1,3.0,Dépendance,,0.0,0.0,,,,2016-08-19 108190.0
797,2016-08-19,2016,Vente,3650000.0,8.0,,AV,3080,DES VANNEAUX PYLA,33115.0,LA TESTE-DE-BUCH,BW,33529000BW0589,,0,1.0,Maison,,73.0,3.0,AG,,904.0,2016-08-19 3650000.0
1918,2016-08-19,2016,Vente,369000.0,7.0,,ALL,1600,JEAN DAGROS CAZAUX,33260.0,LA TESTE-DE-BUCH,CW,33529000CW0172,,0,1.0,Maison,,133.0,5.0,S,,1061.0,2016-08-19 369000.0
4471,2016-08-22,2016,Vente,105000.0,7.0,,IMP,1979,MAY SUR ORNE,33260.0,LA TESTE-DE-BUCH,FS,33529000FS0062,,0,1.0,Maison,,63.0,4.0,S,,560.0,2016-08-22 105000.0
6100,2016-08-22,2016,Vente,390000.0,7.0,,RUE,1300,DU GEN GALLIENI,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0750,,1,2.0,Appartement,,113.0,4.0,,,,2016-08-22 390000.0
9641,2016-08-22,2016,Vente,332000.0,2.0,,RUE,1793,DE LA LEDE DE LA SEUVE,33260.0,LA TESTE-DE-BUCH,GN,33529000GN0127,,0,1.0,Maison,,89.0,4.0,S,,727.0,2016-08-22 332000.0
5190,2016-08-23,2016,Vente en l'état futur d'achèvement,165000.0,6.0,,RUE,1240,GASTON DE FOIX,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0433,,1,3.0,Dépendance,,0.0,0.0,,,,2016-08-23 165000.0
3103,2016-08-23,2016,Vente,391500.0,14.0,,RUE,1745,LAGRUA,33260.0,LA TESTE-DE-BUCH,FO,33529000FO0148,,0,1.0,Maison,,95.0,4.0,S,,382.0,2016-08-23 391500.0
1796,2016-08-23,2016,Vente,290700.0,3.0,,RUE,0582,DE LA CAONE CAZAUX,33260.0,LA TESTE-DE-BUCH,CV,33529000CV0153,,0,1.0,Maison,,109.0,6.0,S,,997.0,2016-08-23 290700.0
4577,2016-08-24,2016,Vente,230000.0,,,AV,0650,CHARLES DE GAULLE,33260.0,LA TESTE-DE-BUCH,FS,33529000FS0421,,0,,,,,,AB,ALLEE,16.0,2016-08-24 230000.0
10125,2016-08-24,2016,Vente,14500.0,430.0,,AV,0849,DENIS PAPIN,33260.0,LA TESTE-DE-BUCH,HA,33529000HA0040,,1,4.0,Local industriel. commercial ou assimilé,,0.0,0.0,,,,2016-08-24 14500.0
3377,2016-08-24,2016,Vente,377500.0,2.0,,RUE,1165,FRANCOIS LEGALLAIS,33260.0,LA TESTE-DE-BUCH,FP,33529000FP0234,,1,3.0,Dépendance,,0.0,0.0,,,,2016-08-24 377500.0
4241,2016-08-24,2016,Vente,200000.0,1.0,,RUE,1270,DU GEN CHANZY,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0640,,4,4.0,Local industriel. commercial ou assimilé,,100.0,0.0,,,,2016-08-24 200000.0
8661,2016-08-24,2016,Vente en l'état futur d'achèvement,216000.0,43.0,,AV,2825,ST EXUPERY,33260.0,LA TESTE-DE-BUCH,GH,33529000GH0468,,1,2.0,Appartement,,69.0,3.0,,,,2016-08-24 216000.0
6770,2016-08-25,2016,Vente en l'état futur d'achèvement,312000.0,,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0196,,1,3.0,Dépendance,,0.0,0.0,,,,2016-08-25 312000.0
7685,2016-08-25,2016,Vente,635550.0,15.0,,RUE,0836,DU DADE,33260.0,LA TESTE-DE-BUCH,GA,33529000GA0426,,0,1.0,Maison,,130.0,5.0,S,,500.0,2016-08-25 635550.0
2869,2016-08-25,2016,Vente,270000.0,4.0,,AV,2275,DES OSTREICULTEURS,33260.0,LA TESTE-DE-BUCH,FN,33529000FN0100,,0,1.0,Maison,,78.0,3.0,S,,60.0,2016-08-25 270000.0
9486,2016-08-25,2016,Vente,1550000.0,42.0,,RUE,1470,GUSTAVE LOUDE,33260.0,LA TESTE-DE-BUCH,GM,33529000GM0735,,0,,,,,,P,,3895.0,2016-08-25 1550000.0
1814,2016-08-25,2016,Vente,269000.0,51.0,,LOT,A133,LA CLEF DE CAZAUX,33260.0,LA TESTE-DE-BUCH,CV,33529000CV0300,,0,1.0,Maison,,159.0,4.0,S,,849.0,2016-08-25 269000.0
2058,2016-08-26,2016,Vente,513000.0,47.0,,BD,0833,DES CRETES PYLA,33115.0,LA TESTE-DE-BUCH,FB,33529000FB0052,,0,1.0,Maison,,98.0,5.0,S,,500.0,2016-08-26 513000.0
4426,2016-08-26,2016,Vente,128000.0,27.0,,AV,0650,CHARLES DE GAULLE,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0933,,1,2.0,Appartement,,45.0,2.0,,,,2016-08-26 128000.0
3750,2016-08-26,2016,Vente,100000.0,23.0,,AV,0650,CHARLES DE GAULLE,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0406,,0,1.0,Maison,,48.0,2.0,S,,246.0,2016-08-26 100000.0
10190,2016-08-29,2016,Vente,80000.0,51.0,,LOT,A115,LES SOLARIALES,33260.0,LA TESTE-DE-BUCH,HA,33529000HA0296,,0,1.0,Maison,,28.0,3.0,S,,326.0,2016-08-29 80000.0
9984,2016-08-29,2016,Vente,1.0,1.0,,ALL,2581,PONTUS DE THIARD,33260.0,LA TESTE-DE-BUCH,GY,33529000GY0248,,0,,,,,,AB,ALLEE,2441.0,2016-08-29 1.0
1143,2016-08-29,2016,Vente,351850.0,10.0,,ALL,2163,DES MYOSOTIS CAZAUX,33260.0,LA TESTE-DE-BUCH,CO,33529000CO0229,,0,1.0,Maison,,104.0,4.0,S,,1000.0,2016-08-29 351850.0
2324,2016-08-29,2016,Vente en l'état futur d'achèvement,187757.0,5.0,,RUE,2737,DE LA REGUE BLANQUE,33260.0,LA TESTE-DE-BUCH,FG,33529000FG0123,,1,2.0,Appartement,,39.0,2.0,,,,2016-08-29 187757.0
525,2016-08-30,2016,Vente,1400000.0,,,,B281,MELLER,33115.0,LA TESTE-DE-BUCH,BS,33529000BS0261,,0,,,,,,S,,192.0,2016-08-30 1400000.0
4045,2016-08-30,2016,Vente,106000.0,12.0,,RUE,0230,AUGUSTE LALESQUE,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0557,,1,3.0,Dépendance,,0.0,0.0,,,,2016-08-30 106000.0
1230,2016-08-30,2016,Vente,215850.0,87.0,,RUE,0730,CDT MARZAC A CAZAUX,33260.0,LA TESTE-DE-BUCH,CR,33529000CR0324,,0,1.0,Maison,,57.0,3.0,AG,,900.0,2016-08-30 215850.0
9944,2016-08-30,2016,Vente,280000.0,4.0,,ALL,3081,VASCO DE GAMA,33260.0,LA TESTE-DE-BUCH,GY,33529000GY0043,,0,1.0,Maison,,91.0,4.0,S,,652.0,2016-08-30 280000.0
8042,2016-08-30,2016,Vente,163000.0,,,,B441,NINOTS,33260.0,LA TESTE-DE-BUCH,GB,33529000GB0766,,0,,,,,,AB,,400.0,2016-08-30 163000.0
9656,2016-08-31,2016,Vente,110000.0,64.0,,RUE,0598,CAPTAL FRANCOIS DE RUAT,33260.0,LA TESTE-DE-BUCH,GN,33529000GN0192,,0,,,,,,S,,372.0,2016-08-31 110000.0
9633,2016-08-31,2016,Vente,263000.0,64.0,,RUE,0598,CAPTAL FRANCOIS DE RUAT,33260.0,LA TESTE-DE-BUCH,GN,33529000GN0041,,0,1.0,Maison,,90.0,4.0,S,,807.0,2016-08-31 263000.0
7841,2016-08-31,2016,Vente,214000.0,150.0,,RUE,1170,FRANCON,33260.0,LA TESTE-DE-BUCH,GB,33529000GB0137,,0,1.0,Maison,,50.0,2.0,S,,112.0,2016-08-31 214000.0
8033,2016-08-31,2016,Vente,80000.0,,,,B354,LES PLACES,33260.0,LA TESTE-DE-BUCH,GB,33529000GB0760,,0,,,,,,AB,,78.0,2016-08-31 80000.0
6946,2016-08-31,2016,Vente,230000.0,,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0198,,1,3.0,Dépendance,,0.0,0.0,,,,2016-08-31 230000.0
9438,2016-09-01,2016,Vente,358000.0,11.0,T,RUE,0325,BERANGER,33260.0,LA TESTE-DE-BUCH,GL,33529000GL0272,,0,1.0,Maison,,90.0,4.0,S,,473.0,2016-09-01 358000.0
1153,2016-09-01,2016,Vente,237500.0,1.0,,ALL,2163,DES MYOSOTIS CAZAUX,33260.0,LA TESTE-DE-BUCH,CO,33529000CO0246,,0,1.0,Maison,,90.0,4.0,S,,1030.0,2016-09-01 237500.0
4732,2016-09-01,2016,Vente,213000.0,16.0,,IMP,0446,BRAMELOUP,33260.0,LA TESTE-DE-BUCH,FW,33529000FW0033,,0,1.0,Maison,,41.0,2.0,S,,234.0,2016-09-01 213000.0
800,2016-09-01,2016,Vente,885000.0,,,,B074,LES BRISANTS,33115.0,LA TESTE-DE-BUCH,BX,33529000BX0021,,0,,,,,,AG,,478.0,2016-09-01 885000.0
5192,2016-09-01,2016,Vente en l'état futur d'achèvement,210000.0,6.0,,RUE,1240,GASTON DE FOIX,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0433,,1,3.0,Dépendance,,0.0,0.0,,,,2016-09-01 210000.0
8612,2016-09-02,2016,Vente,565000.0,4.0,,RUE,0075,ALEXANDER FLEMING,33260.0,LA TESTE-DE-BUCH,GH,33529000GH0323,,0,1.0,Maison,,175.0,5.0,S,,927.0,2016-09-02 565000.0
1900,2016-09-06,2016,Vente,89552.0,58.0,,RUE,1479,GUYNEMER CAZAUX,33260.0,LA TESTE-DE-BUCH,CW,33529000CW0092,,1,2.0,Appartement,,16.0,1.0,,,,2016-09-06 89552.0
4674,2016-09-07,2016,Vente,388000.0,25.0,,RUE,1675,JEAN SAINT MARC,33260.0,LA TESTE-DE-BUCH,FT,33529000FT0126,,0,1.0,Maison,,113.0,6.0,S,,826.0,2016-09-07 388000.0
9936,2016-09-07,2016,Vente,250000.0,2.0,,SQ,2271,DES ORONGES,33260.0,LA TESTE-DE-BUCH,GX,33529000GX0156,,0,1.0,Maison,,96.0,5.0,S,,415.0,2016-09-07 250000.0
9648,2016-09-07,2016,Vente,190800.0,59.0,,RUE,2391,PEYJEHAN,33260.0,LA TESTE-DE-BUCH,GN,33529000GN0187,,0,1.0,Maison,,40.0,3.0,S,,286.0,2016-09-07 190800.0
4473,2016-09-07,2016,Vente,221000.0,6.0,,IMP,1979,MAY SUR ORNE,33260.0,LA TESTE-DE-BUCH,FS,33529000FS0074,,1,2.0,Appartement,,90.0,4.0,,,,2016-09-07 221000.0
8176,2016-09-08,2016,Vente,149500.0,10.0,,RUE,0820,DU COUTOUM,33260.0,LA TESTE-DE-BUCH,GC,33529000GC0291,,1,3.0,Dépendance,,0.0,0.0,,,,2016-09-08 149500.0
1733,2016-09-08,2016,Vente,335300.0,1.0,,ALL,1163,FRANCOIS DANDREAU CAZAUX,33260.0,LA TESTE-DE-BUCH,CT,33529000CT0524,,0,1.0,Maison,,144.0,5.0,AG,,571.0,2016-09-08 335300.0
2674,2016-09-08,2016,Vente,130000.0,133.0,,RUE,0150,ANDRE LESCA,33260.0,LA TESTE-DE-BUCH,FL,33529000FL0084,,0,,,,,,AB,,319.0,2016-09-08 130000.0
1126,2016-09-09,2016,Vente,80000.0,9000.0,,,B094,CAP DU MONT DE HAUT,33260.0,LA TESTE-DE-BUCH,CN,33529000CN0125,,0,4.0,Local industriel. commercial ou assimilé,,8.0,0.0,BR,PIN,7273.0,2016-09-09 80000.0
1804,2016-09-09,2016,Vente,309600.0,7.0,,LOT,A133,LA CLEF DE CAZAUX,33260.0,LA TESTE-DE-BUCH,CV,33529000CV0270,,0,1.0,Maison,,100.0,4.0,S,,836.0,2016-09-09 309600.0
4845,2016-09-09,2016,Vente,265600.0,8.0,,RUE,3702,DU DOCTEUR A ICHARD,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0015,,1,3.0,Dépendance,,0.0,0.0,,,,2016-09-09 265600.0
8305,2016-09-09,2016,Vente en l'état futur d'achèvement,175500.0,3.0,,AV,0355,DE BISSERIE,33260.0,LA TESTE-DE-BUCH,GC,33529000GC0371,,1,3.0,Dépendance,,0.0,0.0,,,,2016-09-09 175500.0
2640,2016-09-09,2016,Vente,627700.0,56.0,B,AV,2275,DES OSTREICULTEURS,33260.0,LA TESTE-DE-BUCH,FI,33529000FI0194,,0,1.0,Maison,,114.0,5.0,S,,299.0,2016-09-09 627700.0
2993,2016-09-12,2016,Vente,250000.0,8.0,,BD,0832,DE CUREPIPE,33260.0,LA TESTE-DE-BUCH,FN,33529000FN0344,,0,1.0,Maison,,50.0,2.0,S,,832.0,2016-09-12 250000.0
6949,2016-09-12,2016,Vente,330000.0,,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0198,,1,3.0,Dépendance,,0.0,0.0,,,,2016-09-12 330000.0
349,2016-09-13,2016,Vente,685000.0,68.0,,AV,0320,DE BELLEVUE PYLA,33115.0,LA TESTE-DE-BUCH,BO,33529000BO0314,,0,1.0,Maison,,87.0,4.0,S,,500.0,2016-09-13 685000.0
4305,2016-09-13,2016,Vente,219760.0,11.0,,RUE,1270,DU GEN CHANZY,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0790,,1,3.0,Dépendance,,0.0,0.0,,,,2016-09-13 219760.0
2894,2016-09-14,2016,Vente,135000.0,31.0,,AV,1584,DES HUTTIERS,33260.0,LA TESTE-DE-BUCH,FN,33529000FN0165,,1,3.0,Dépendance,,0.0,0.0,,,,2016-09-14 135000.0
6773,2016-09-14,2016,Vente en l'état futur d'achèvement,185000.0,4.0,,RUE,0293,DES CISTES,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0196,,1,3.0,Dépendance,,0.0,0.0,,,,2016-09-14 185000.0
9320,2016-09-14,2016,Vente,247500.0,52.0,,AV,2825,ST EXUPERY,33260.0,LA TESTE-DE-BUCH,GK,33529000GK0257,,1,3.0,Dépendance,,0.0,0.0,,,,2016-09-14 247500.0
4317,2016-09-14,2016,Vente,1000.0,14.0,,RUE,0990,EDMOND ROSTAND,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0849,,0,,,,,,S,,219.0,2016-09-14 1000.0
4848,2016-09-15,2016,Vente,130000.0,3.0,,RUE,2407,PIERRE DIGNAC,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0015,,1,3.0,Dépendance,,0.0,0.0,,,,2016-09-15 130000.0
6015,2016-09-15,2016,Vente,240000.0,1.0,T,RUE,0460,DE BRAOUET,33260.0,LA TESTE-DE-BUCH,FY,33529000FY0682,,0,1.0,Maison,,78.0,4.0,S,,285.0,2016-09-15 240000.0
1298,2016-09-15,2016,Vente,120000.0,,,,B107,CAZAUX EST,33260.0,LA TESTE-DE-BUCH,CR,33529000CR0974,,0,,,,,,PC,PACAG,2662.0,2016-09-15 120000.0
520,2016-09-16,2016,Vente,2350000.0,95.0,,BD,2240,DE L OCEAN PYLA,33115.0,LA TESTE-DE-BUCH,BS,33529000BS0249,,0,4.0,Local industriel. commercial ou assimilé,,548.0,0.0,S,,1004.0,2016-09-16 2350000.0
2144,2016-09-16,2016,Vente,530500.0,110.0,,BD,2678,DE PYLA,33260.0,LA TESTE-DE-BUCH,FD,33529000FD0084,,0,,,,,,AB,,107.0,2016-09-16 530500.0
1703,2016-09-16,2016,Vente,288220.0,19.0,,ALL,1180,FRERES DUPUY CAZAUX,33260.0,LA TESTE-DE-BUCH,CT,33529000CT0364,,0,1.0,Maison,,115.0,5.0,S,,1227.0,2016-09-16 288220.0
9398,2016-09-19,2016,Vente,507000.0,27.0,,RUE,0325,BERANGER,33260.0,LA TESTE-DE-BUCH,GL,33529000GL0111,,0,1.0,Maison,,100.0,4.0,S,,715.0,2016-09-19 507000.0
2979,2016-09-19,2016,Vente,128660.0,1.0,,RUE,2533,DES PLATANES,33260.0,LA TESTE-DE-BUCH,FN,33529000FN0325,,1,3.0,Dépendance,,0.0,0.0,,,,2016-09-19 128660.0
3719,2016-09-19,2016,Vente en l'état futur d'achèvement,199600.0,31.0,,AV,0650,CHARLES DE GAULLE,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0380,,1,3.0,Dépendance,,0.0,0.0,,,,2016-09-19 199600.0
2689,2016-09-20,2016,Vente,540000.0,,,,B058,BORDES EST,33260.0,LA TESTE-DE-BUCH,FM,33529000FM0066,,0,,,,,,AB,ALLEE,962.0,2016-09-20 540000.0
4728,2016-09-20,2016,Vente,850000.0,34.0,B,RUE,1510,HENRI DHEURLE,33260.0,LA TESTE-DE-BUCH,FW,33529000FW0015,,0,1.0,Maison,,134.0,4.0,S,,500.0,2016-09-20 850000.0
9038,2016-09-21,2016,Vente,135000.0,2.0,C,ALL,0714,DU CLOS D'ALICE,33260.0,LA TESTE-DE-BUCH,GI,33529000GI0171,,1,3.0,Dépendance,,0.0,0.0,,,,2016-09-21 135000.0
4361,2016-09-21,2016,Vente en l'état futur d'achèvement,178250.0,2.0,,RUE,0070,ALEXANDRE LHERMITE,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0861,,1,3.0,Dépendance,,0.0,0.0,,,,2016-09-21 178250.0
1465,2016-09-21,2016,Vente,90000.0,10.0,B,ALL,2143,DU MOULIN CAZAUX,33260.0,LA TESTE-DE-BUCH,CR,33529000CR1278,,0,,,,,,AB,,520.0,2016-09-21 90000.0
2332,2016-09-21,2016,Vente en l'état futur d'achèvement,174482.0,5.0,,RUE,2737,DE LA REGUE BLANQUE,33260.0,LA TESTE-DE-BUCH,FG,33529000FG0123,,1,3.0,Dépendance,,0.0,0.0,,,,2016-09-21 174482.0
7011,2016-09-22,2016,Vente en l'état futur d'achèvement,180000.0,,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0199,,1,3.0,Dépendance,,0.0,0.0,,,,2016-09-22 180000.0
6587,2016-09-23,2016,Vente en l'état futur d'achèvement,412000.0,9001.0,,RUE,0221,DES ASPHODELES,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0176,,1,3.0,Dépendance,,0.0,0.0,,,,2016-09-23 412000.0
8662,2016-09-23,2016,Vente en l'état futur d'achèvement,218000.0,43.0,,AV,2825,ST EXUPERY,33260.0,LA TESTE-DE-BUCH,GH,33529000GH0468,,1,2.0,Appartement,,71.0,3.0,,,,2016-09-23 218000.0
904,2016-09-23,2016,Vente,500000.0,22.0,,AV,0340,DE BISCARROSSE PYLA,33115.0,LA TESTE-DE-BUCH,BZ,33529000BZ0429,,0,1.0,Maison,,65.0,3.0,S,,357.0,2016-09-23 500000.0
7017,2016-09-23,2016,Vente en l'état futur d'achèvement,352000.0,,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0199,,1,3.0,Dépendance,,0.0,0.0,,,,2016-09-23 352000.0
3245,2016-09-23,2016,Vente en l'état futur d'achèvement,303000.0,11.0,,RUE,0652,CHARLEVOIX DE VILLIERS,33260.0,LA TESTE-DE-BUCH,FP,33529000FP0143,,1,3.0,Dépendance,,0.0,0.0,,,,2016-09-23 303000.0
7009,2016-09-23,2016,Vente en l'état futur d'achèvement,245000.0,,,,B251,LE LAUREY OUEST,33260.0,LA TESTE-DE-BUCH,FZ,33529000FZ0199,,1,2.0,Appartement,,56.0,3.0,,,,2016-09-23 245000.0
8656,2016-09-26,2016,Vente,120000.0,27.0,,RUE,1970,DE MAUGIS,33260.0,LA TESTE-DE-BUCH,GH,33529000GH0464,,0,,,,,,AB,,456.0,2016-09-26 120000.0
2850,2016-09-26,2016,Vente,195200.0,13.0,,AV,1584,DES HUTTIERS,33260.0,LA TESTE-DE-BUCH,FN,33529000FN0078,,1,3.0,Dépendance,,0.0,0.0,,,,2016-09-26 195200.0
5194,2016-09-26,2016,Vente en l'état futur d'achèvement,237500.0,6.0,,RUE,1240,GASTON DE FOIX,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0433,,1,2.0,Appartement,,64.0,3.0,,,,2016-09-26 237500.0
5007,2016-09-26,2016,Vente,172000.0,40.0,,RUE,2650,DU PDT CARNOT,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0370,,1,3.0,Dépendance,,0.0,0.0,,,,2016-09-26 172000.0
3490,2016-09-26,2016,Vente,185000.0,20.0,,RUE,0990,EDMOND ROSTAND,33260.0,LA TESTE-DE-BUCH,FR,33529000FR0090,,0,2.0,Appartement,,52.0,3.0,S,,686.0,2016-09-26 185000.0
8308,2016-09-26,2016,Vente en l'état futur d'achèvement,174500.0,3.0,,AV,0355,DE BISSERIE,33260.0,LA TESTE-DE-BUCH,GC,33529000GC0371,,1,2.0,Appartement,,47.0,2.0,,,,2016-09-26 174500.0
2330,2016-09-27,2016,Vente en l'état futur d'achèvement,196738.0,5.0,,RUE,2737,DE LA REGUE BLANQUE,33260.0,LA TESTE-DE-BUCH,FG,33529000FG0123,,1,3.0,Dépendance,,0.0,0.0,,,,2016-09-27 196738.0
2326,2016-09-27,2016,Vente en l'état futur d'achèvement,171893.0,5.0,,RUE,2737,DE LA REGUE BLANQUE,33260.0,LA TESTE-DE-BUCH,FG,33529000FG0123,,1,2.0,Appartement,,38.0,2.0,,,,2016-09-27 171893.0
1657,2016-09-27,2016,Vente,128000.0,,,LOT,A325,LES PLATANES DE CASTERA,33260.0,LA TESTE-DE-BUCH,CS,33529000CS1362,,0,,,,,,AB,,705.0,2016-09-27 128000.0
5238,2016-09-27,2016,Vente,1.0,,,RUE,0590,DU CAPITAINE,33260.0,LA TESTE-DE-BUCH,FX,33529000FX0549,,0,,,,,,S,,293.0,2016-09-27 1.0
